#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2014 01 01 19 00 999 99.0 99.0  2.03  9.09  6.35  53 9999.0 999.0  28.4 999.0 99.0 99.00
2014 01 01 19 30 999 99.0 99.0  2.19  7.14  6.30  36 9999.0 999.0  28.4 999.0 99.0 99.00
2014 01 01 20 00 999 99.0 99.0  2.10  7.69  6.15  49 9999.0 999.0  28.4 999.0 99.0 99.00
2014 01 01 20 30 999 99.0 99.0  1.96  9.88  6.17  57 9999.0 999.0  28.4 999.0 99.0 99.00
2014 01 01 21 00 999 99.0 99.0  1.98  9.09  6.24  38 9999.0 999.0  28.4 999.0 99.0 99.00
2014 01 01 21 30 999 99.0 99.0  2.01  9.09  6.16  50 9999.0 999.0  28.3 999.0 99.0 99.00
2014 01 01 22 00 999 99.0 99.0  1.98  9.09  6.36  54 9999.0 999.0  28.3 999.0 99.0 99.00
2014 01 01 22 30 999 99.0 99.0  2.09  9.09  6.21  39 9999.0 999.0  28.4 999.0 99.0 99.00
2014 01 01 23 00 999 99.0 99.0  1.98  9.09  6.00  32 9999.0 999.0  28.4 999.0 99.0 99.00
2014 01 01 23 30 999 99.0 99.0  2.14  9.88  6.37  31 9999.0 999.0  28.4 999.0 99.0 99.00
2014 01 02 00 00 999 99.0 99.0  1.99  9.09  6.15  50 9999.0 999.0  28.4 999.0 99.0 99.00
2014 01 02 00 30 999 99.0 99.0  2.00  7.69  5.98  45 9999.0 999.0  28.4 999.0 99.0 99.00
2014 01 02 01 00 999 99.0 99.0  2.01  9.09  6.07  42 9999.0 999.0  28.4 999.0 99.0 99.00
2014 01 02 01 30 999 99.0 99.0  2.03  9.09  6.13  57 9999.0 999.0  28.4 999.0 99.0 99.00
2014 01 02 02 00 999 99.0 99.0  2.02  9.09  5.87  54 9999.0 999.0  28.4 999.0 99.0 99.00
2014 01 02 02 30 999 99.0 99.0  2.14  7.69  6.10  22 9999.0 999.0  28.4 999.0 99.0 99.00
2014 01 02 03 00 999 99.0 99.0  2.02  6.67  5.83  43 9999.0 999.0  28.4 999.0 99.0 99.00
2014 01 02 03 30 999 99.0 99.0  2.11  9.09  5.97  39 9999.0 999.0  28.4 999.0 99.0 99.00
2014 01 02 04 00 999 99.0 99.0  2.07  9.09  5.90  50 9999.0 999.0  28.4 999.0 99.0 99.00
2014 01 02 04 30 999 99.0 99.0  2.12  7.14  5.80  46 9999.0 999.0  28.4 999.0 99.0 99.00
2014 01 02 05 00 999 99.0 99.0  2.26  7.14  5.77  32 9999.0 999.0  28.4 999.0 99.0 99.00
2014 01 02 05 30 999 99.0 99.0  2.15  6.67  5.65  31 9999.0 999.0  28.4 999.0 99.0 99.00
2014 01 02 06 00 999 99.0 99.0  2.25  8.33  5.79  24 9999.0 999.0  28.4 999.0 99.0 99.00
2014 01 02 06 30 999 99.0 99.0  2.15  6.67  5.73  46 9999.0 999.0  28.4 999.0 99.0 99.00
2014 01 02 07 00 999 99.0 99.0  2.15  7.14  5.53  45 9999.0 999.0  28.4 999.0 99.0 99.00
2014 01 02 07 30 999 99.0 99.0  2.34  6.67  5.81  38 9999.0 999.0  28.4 999.0 99.0 99.00
2014 01 02 08 00 999 99.0 99.0  2.23  6.67  5.73  39 9999.0 999.0  28.4 999.0 99.0 99.00
2014 01 02 08 30 999 99.0 99.0  2.26  6.67  5.68  56 9999.0 999.0  28.4 999.0 99.0 99.00
2014 01 02 09 00 999 99.0 99.0  2.32  7.14  5.76  46 9999.0 999.0  28.4 999.0 99.0 99.00
2014 01 02 09 30 999 99.0 99.0  2.19  6.67  5.72  43 9999.0 999.0  28.4 999.0 99.0 99.00
2014 01 02 10 00 999 99.0 99.0  2.19  6.25  5.67  32 9999.0 999.0  28.4 999.0 99.0 99.00
2014 01 02 10 30 999 99.0 99.0  2.28  6.25  5.87  31 9999.0 999.0  28.4 999.0 99.0 99.00
2014 01 02 11 00 999 99.0 99.0  2.29  7.14  5.86  22 9999.0 999.0  28.4 999.0 99.0 99.00
2014 01 02 11 30 999 99.0 99.0  2.21  6.67  5.97  26 9999.0 999.0  28.4 999.0 99.0 99.00
2014 01 02 12 00 999 99.0 99.0  2.29  7.14  5.93  32 9999.0 999.0  28.3 999.0 99.0 99.00
2014 01 02 12 30 999 99.0 99.0  2.27  7.14  5.90  31 9999.0 999.0  28.3 999.0 99.0 99.00
2014 01 02 13 00 999 99.0 99.0  2.29  7.69  6.00  45 9999.0 999.0  28.4 999.0 99.0 99.00
2014 01 02 13 30 999 99.0 99.0  2.26  7.14  6.04  43 9999.0 999.0  28.4 999.0 99.0 99.00
2014 01 02 14 00 999 99.0 99.0  2.32  7.14  6.17  35 9999.0 999.0  28.4 999.0 99.0 99.00
2014 01 02 14 30 999 99.0 99.0  2.25  7.14  6.08  64 9999.0 999.0  28.3 999.0 99.0 99.00
2014 01 02 15 00 999 99.0 99.0  2.48  7.14  6.23  52 9999.0 999.0  28.4 999.0 99.0 99.00
2014 01 02 15 30 999 99.0 99.0  2.31  7.14  6.01  46 9999.0 999.0  28.4 999.0 99.0 99.00
2014 01 02 16 00 999 99.0 99.0  2.29  7.14  5.96  38 9999.0 999.0  28.4 999.0 99.0 99.00
2014 01 02 16 30 999 99.0 99.0  2.26  7.14  6.11  35 9999.0 999.0  28.4 999.0 99.0 99.00
2014 01 02 17 00 999 99.0 99.0  2.40  7.14  6.09  42 9999.0 999.0  28.3 999.0 99.0 99.00
2014 01 02 17 30 999 99.0 99.0  2.20  7.14  5.86  46 9999.0 999.0  28.3 999.0 99.0 99.00
2014 01 02 18 00 999 99.0 99.0  2.13  7.14  5.91  43 9999.0 999.0  28.4 999.0 99.0 99.00
2014 01 02 18 30 999 99.0 99.0  2.07  6.67  5.92  38 9999.0 999.0  28.4 999.0 99.0 99.00
2014 01 02 19 00 999 99.0 99.0  2.22  7.14  5.99  29 9999.0 999.0  28.3 999.0 99.0 99.00
2014 01 02 19 30 999 99.0 99.0  2.26  7.14  5.95  38 9999.0 999.0  28.3 999.0 99.0 99.00
2014 01 02 20 00 999 99.0 99.0  2.16  6.67  6.03  46 9999.0 999.0  28.3 999.0 99.0 99.00
2014 01 02 20 30 999 99.0 99.0  2.15  7.14  5.96  42 9999.0 999.0  28.3 999.0 99.0 99.00
2014 01 02 21 00 999 99.0 99.0  2.34  7.14  6.10  43 9999.0 999.0  28.3 999.0 99.0 99.00
2014 01 02 21 30 999 99.0 99.0  2.15  7.14  6.07  42 9999.0 999.0  28.4 999.0 99.0 99.00
2014 01 02 22 00 999 99.0 99.0  2.12  7.69  5.85  33 9999.0 999.0  28.3 999.0 99.0 99.00
2014 01 02 22 30 999 99.0 99.0  2.05  7.69  5.76  52 9999.0 999.0  28.3 999.0 99.0 99.00
2014 01 02 23 00 999 99.0 99.0  2.15  7.14  5.99  46 9999.0 999.0  28.3 999.0 99.0 99.00
2014 01 02 23 30 999 99.0 99.0  2.00  9.88  5.82  46 9999.0 999.0  28.3 999.0 99.0 99.00
2014 01 03 00 00 999 99.0 99.0  2.05  7.69  5.88  46 9999.0 999.0  28.4 999.0 99.0 99.00
2014 01 03 00 30 999 99.0 99.0  2.01  7.69  5.71  33 9999.0 999.0  28.4 999.0 99.0 99.00
2014 01 03 01 00 999 99.0 99.0  2.11  9.88  6.02  19 9999.0 999.0  28.4 999.0 99.0 99.00
2014 01 03 01 30 999 99.0 99.0  1.99  7.14  5.85  60 9999.0 999.0  28.4 999.0 99.0 99.00
2014 01 03 02 00 999 99.0 99.0  1.99  7.69  5.79  42 9999.0 999.0  28.4 999.0 99.0 99.00
2014 01 03 02 30 999 99.0 99.0  2.00  7.14  5.74  56 9999.0 999.0  28.4 999.0 99.0 99.00
2014 01 03 03 00 999 99.0 99.0  1.93  7.69  5.78  39 9999.0 999.0  28.4 999.0 99.0 99.00
2014 01 03 03 30 999 99.0 99.0  2.19  8.33  6.11  29 9999.0 999.0  28.4 999.0 99.0 99.00
2014 01 03 04 00 999 99.0 99.0  2.05  7.69  5.83  40 9999.0 999.0  28.4 999.0 99.0 99.00
2014 01 03 04 30 999 99.0 99.0  2.09  8.33  5.85  21 9999.0 999.0  28.4 999.0 99.0 99.00
2014 01 03 05 00 999 99.0 99.0  2.11  9.09  5.95  19 9999.0 999.0  28.4 999.0 99.0 99.00
2014 01 03 05 30 999 99.0 99.0  2.07  8.33  5.89  16 9999.0 999.0  28.4 999.0 99.0 99.00
2014 01 03 06 00 999 99.0 99.0  2.11  8.33  5.99  45 9999.0 999.0  28.4 999.0 99.0 99.00
2014 01 03 06 30 999 99.0 99.0  2.02  6.67  5.92  43 9999.0 999.0  28.4 999.0 99.0 99.00
2014 01 03 07 00 999 99.0 99.0  2.17  9.09  5.98  33 9999.0 999.0  28.3 999.0 99.0 99.00
2014 01 03 07 30 999 99.0 99.0  2.15  7.14  6.06  45 9999.0 999.0  28.3 999.0 99.0 99.00
2014 01 03 08 00 999 99.0 99.0  2.13  8.33  6.08  32 9999.0 999.0  28.3 999.0 99.0 99.00
2014 01 03 08 30 999 99.0 99.0  2.21  7.69  6.18  52 9999.0 999.0  28.3 999.0 99.0 99.00
2014 01 03 09 00 999 99.0 99.0  2.06  8.33  6.20  39 9999.0 999.0  28.3 999.0 99.0 99.00
2014 01 03 09 30 999 99.0 99.0  1.97  8.33  6.21  22 9999.0 999.0  28.3 999.0 99.0 99.00
2014 01 03 10 00 999 99.0 99.0  1.98  7.69  6.23  52 9999.0 999.0  28.3 999.0 99.0 99.00
2014 01 03 10 30 999 99.0 99.0  1.89  8.33  6.40  26 9999.0 999.0  28.3 999.0 99.0 99.00
2014 01 03 11 00 999 99.0 99.0  2.01  8.33  6.41  18 9999.0 999.0  28.3 999.0 99.0 99.00
2014 01 03 11 30 999 99.0 99.0  1.95  8.33  6.46  11 9999.0 999.0  28.3 999.0 99.0 99.00
2014 01 03 12 00 999 99.0 99.0  1.93  8.33  6.17  19 9999.0 999.0  28.3 999.0 99.0 99.00
2014 01 03 12 30 999 99.0 99.0  1.84  8.33  6.30  22 9999.0 999.0  28.3 999.0 99.0 99.00
2014 01 03 13 00 999 99.0 99.0  1.89  8.33  6.47  24 9999.0 999.0  28.3 999.0 99.0 99.00
2014 01 03 13 30 999 99.0 99.0  1.94  7.69  6.52  29 9999.0 999.0  28.3 999.0 99.0 99.00
2014 01 03 14 00 999 99.0 99.0  2.20  8.33  6.72  31 9999.0 999.0  28.3 999.0 99.0 99.00
2014 01 03 14 30 999 99.0 99.0  2.25  8.33  6.83  49 9999.0 999.0  28.3 999.0 99.0 99.00
2014 01 03 15 00 999 99.0 99.0  2.08  7.69  6.62  38 9999.0 999.0  28.3 999.0 99.0 99.00
2014 01 03 15 30 999 99.0 99.0  2.14  8.33  6.78  56 9999.0 999.0  28.3 999.0 99.0 99.00
2014 01 03 16 00 999 99.0 99.0  2.08  7.69  6.79  33 9999.0 999.0  28.3 999.0 99.0 99.00
2014 01 03 16 30 999 99.0 99.0  2.02  8.33  6.74  46 9999.0 999.0  28.3 999.0 99.0 99.00
2014 01 03 17 00 999 99.0 99.0  1.84  8.33  6.44  45 9999.0 999.0  28.3 999.0 99.0 99.00
2014 01 03 17 30 999 99.0 99.0  2.22  8.33  6.81  60 9999.0 999.0  28.3 999.0 99.0 99.00
2014 01 03 18 00 999 99.0 99.0  2.20  7.69  6.39  60 9999.0 999.0  28.3 999.0 99.0 99.00
2014 01 03 18 30 999 99.0 99.0  2.29  8.33  6.40  47 9999.0 999.0  28.3 999.0 99.0 99.00
2014 01 03 19 00 999 99.0 99.0  2.18  7.69  6.52  35 9999.0 999.0  28.3 999.0 99.0 99.00
2014 01 03 19 30 999 99.0 99.0  2.26  7.69  6.82  43 9999.0 999.0  28.3 999.0 99.0 99.00
2014 01 03 20 00 999 99.0 99.0  2.16  8.33  6.85  53 9999.0 999.0  28.3 999.0 99.0 99.00
2014 01 03 20 30 999 99.0 99.0  2.04  8.33  6.73  49 9999.0 999.0  28.3 999.0 99.0 99.00
2014 01 03 21 00 999 99.0 99.0  2.22  7.69  6.55  32 9999.0 999.0  28.3 999.0 99.0 99.00
2014 01 03 21 30 999 99.0 99.0  2.19  8.33  6.43  47 9999.0 999.0  28.3 999.0 99.0 99.00
2014 01 03 22 00 999 99.0 99.0  2.08  8.33  6.28  69 9999.0 999.0  28.4 999.0 99.0 99.00
2014 01 03 22 30 999 99.0 99.0  2.11  8.33  6.33  70 9999.0 999.0  28.4 999.0 99.0 99.00
2014 01 03 23 00 999 99.0 99.0  2.10  8.33  6.45  69 9999.0 999.0  28.4 999.0 99.0 99.00
2014 01 03 23 30 999 99.0 99.0  2.04  8.33  6.34  73 9999.0 999.0  28.4 999.0 99.0 99.00
2014 01 04 00 00 999 99.0 99.0  1.96  8.33  6.24  43 9999.0 999.0  28.4 999.0 99.0 99.00
2014 01 04 00 30 999 99.0 99.0  1.96  8.33  6.39  49 9999.0 999.0  28.4 999.0 99.0 99.00
2014 01 04 01 00 999 99.0 99.0  1.89  7.69  6.31  47 9999.0 999.0  28.4 999.0 99.0 99.00
2014 01 04 01 30 999 99.0 99.0  1.90  8.33  6.54  54 9999.0 999.0  28.4 999.0 99.0 99.00
2014 01 04 02 00 999 99.0 99.0  1.98  9.09  6.69  60 9999.0 999.0  28.4 999.0 99.0 99.00
2014 01 04 02 30 999 99.0 99.0  2.04  8.33  6.85  59 9999.0 999.0  28.5 999.0 99.0 99.00
2014 01 04 03 00 999 99.0 99.0  1.83  8.33  6.55  70 9999.0 999.0  28.5 999.0 99.0 99.00
2014 01 04 03 30 999 99.0 99.0  1.93  8.33  6.53  71 9999.0 999.0  28.5 999.0 99.0 99.00
2014 01 04 04 00 999 99.0 99.0  2.06  8.33  6.75  64 9999.0 999.0  28.5 999.0 99.0 99.00
2014 01 04 04 30 999 99.0 99.0  1.96  8.33  6.78  63 9999.0 999.0  28.5 999.0 99.0 99.00
2014 01 04 05 00 999 99.0 99.0  1.85  9.09  6.55  66 9999.0 999.0  28.5 999.0 99.0 99.00
2014 01 04 05 30 999 99.0 99.0  2.09  8.33  6.80  70 9999.0 999.0  28.5 999.0 99.0 99.00
2014 01 04 06 00 999 99.0 99.0  1.96  7.69  6.57  46 9999.0 999.0  28.5 999.0 99.0 99.00
2014 01 04 06 30 999 99.0 99.0  2.03  8.33  6.50  61 9999.0 999.0  28.5 999.0 99.0 99.00
2014 01 04 07 00 999 99.0 99.0  2.07  8.33  6.66  52 9999.0 999.0  28.5 999.0 99.0 99.00
2014 01 04 07 30 999 99.0 99.0  2.08  8.33  6.78  53 9999.0 999.0  28.5 999.0 99.0 99.00
2014 01 04 08 00 999 99.0 99.0  1.91  7.69  6.44  61 9999.0 999.0  28.4 999.0 99.0 99.00
2014 01 04 08 30 999 99.0 99.0  1.93  8.33  6.48  40 9999.0 999.0  28.4 999.0 99.0 99.00
2014 01 04 09 00 999 99.0 99.0  1.99  9.88  6.51  33 9999.0 999.0  28.4 999.0 99.0 99.00
2014 01 04 09 30 999 99.0 99.0  1.94  8.33  6.40  45 9999.0 999.0  28.4 999.0 99.0 99.00
2014 01 04 10 00 999 99.0 99.0  2.00  7.69  6.43  42 9999.0 999.0  28.4 999.0 99.0 99.00
2014 01 04 10 30 999 99.0 99.0  2.01  8.33  6.49  52 9999.0 999.0  28.4 999.0 99.0 99.00
2014 01 04 11 00 999 99.0 99.0  1.89  8.33  6.45  39 9999.0 999.0  28.4 999.0 99.0 99.00
2014 01 04 11 30 999 99.0 99.0  1.76  8.33  6.46  49 9999.0 999.0  28.4 999.0 99.0 99.00
2014 01 04 12 00 999 99.0 99.0  1.63  7.69  6.40  40 9999.0 999.0  28.4 999.0 99.0 99.00
2014 01 04 12 30 999 99.0 99.0  1.62  7.69  6.49  42 9999.0 999.0  28.4 999.0 99.0 99.00
2014 01 04 13 00 999 99.0 99.0  1.65  8.33  6.53  50 9999.0 999.0  28.4 999.0 99.0 99.00
2014 01 04 13 30 999 99.0 99.0  1.71  9.88  6.69  39 9999.0 999.0  28.4 999.0 99.0 99.00
2014 01 04 14 00 999 99.0 99.0  1.67  8.33  6.46  52 9999.0 999.0  28.4 999.0 99.0 99.00
2014 01 04 14 30 999 99.0 99.0  1.84  9.88  6.77  43 9999.0 999.0  28.4 999.0 99.0 99.00
2014 01 04 15 00 999 99.0 99.0  1.86  7.69  6.86  56 9999.0 999.0  28.4 999.0 99.0 99.00
2014 01 04 15 30 999 99.0 99.0  1.96  9.09  6.97  56 9999.0 999.0  28.4 999.0 99.0 99.00
2014 01 04 16 00 999 99.0 99.0  1.82  8.33  6.80  70 9999.0 999.0  28.4 999.0 99.0 99.00
2014 01 04 16 30 999 99.0 99.0  1.89  9.09  6.92  66 9999.0 999.0  28.3 999.0 99.0 99.00
2014 01 04 17 00 999 99.0 99.0  1.92  7.69  6.69  66 9999.0 999.0  28.4 999.0 99.0 99.00
2014 01 04 17 30 999 99.0 99.0  1.88  9.09  6.81  70 9999.0 999.0  28.4 999.0 99.0 99.00
2014 01 04 18 00 999 99.0 99.0  1.81  9.09  6.75  53 9999.0 999.0  28.4 999.0 99.0 99.00
2014 01 04 18 30 999 99.0 99.0  1.77  7.69  6.79  76 9999.0 999.0  28.3 999.0 99.0 99.00
2014 01 04 19 00 999 99.0 99.0  1.84  8.33  6.88  73 9999.0 999.0  28.3 999.0 99.0 99.00
2014 01 04 19 30 999 99.0 99.0  1.82  9.09  6.79  77 9999.0 999.0  28.4 999.0 99.0 99.00
2014 01 04 20 00 999 99.0 99.0  1.79  9.88  6.73  70 9999.0 999.0  28.4 999.0 99.0 99.00
2014 01 04 20 30 999 99.0 99.0  1.77  9.09  6.82  67 9999.0 999.0  28.3 999.0 99.0 99.00
2014 01 04 21 00 999 99.0 99.0  1.71  9.88  6.71  74 9999.0 999.0  28.3 999.0 99.0 99.00
2014 01 04 21 30 999 99.0 99.0  1.60  8.33  6.64  77 9999.0 999.0  28.4 999.0 99.0 99.00
2014 01 04 22 00 999 99.0 99.0  1.77  9.09  6.77  66 9999.0 999.0  28.4 999.0 99.0 99.00
2014 01 04 22 30 999 99.0 99.0  1.63  9.88  6.30  45 9999.0 999.0  28.4 999.0 99.0 99.00
2014 01 04 23 00 999 99.0 99.0  1.64  8.33  6.26  73 9999.0 999.0  28.4 999.0 99.0 99.00
2014 01 04 23 30 999 99.0 99.0  1.65  8.33  6.50  70 9999.0 999.0  28.4 999.0 99.0 99.00
2014 01 05 00 00 999 99.0 99.0  1.56  9.09  6.52  64 9999.0 999.0  28.4 999.0 99.0 99.00
2014 01 05 00 30 999 99.0 99.0  1.69  9.88  6.95  47 9999.0 999.0  28.4 999.0 99.0 99.00
2014 01 05 01 00 999 99.0 99.0  1.60  9.88  6.92  38 9999.0 999.0  28.4 999.0 99.0 99.00
2014 01 05 01 30 999 99.0 99.0  1.54  9.09  6.58  76 9999.0 999.0  28.5 999.0 99.0 99.00
2014 01 05 02 00 999 99.0 99.0  1.46  9.09  6.76  70 9999.0 999.0  28.5 999.0 99.0 99.00
2014 01 05 02 30 999 99.0 99.0  1.43  9.09  6.75  63 9999.0 999.0  28.6 999.0 99.0 99.00
2014 01 05 03 00 999 99.0 99.0  1.47  9.88  6.78  52 9999.0 999.0  28.7 999.0 99.0 99.00
2014 01 05 03 30 999 99.0 99.0  1.56  9.09  7.12  59 9999.0 999.0  28.7 999.0 99.0 99.00
2014 01 05 04 00 999 99.0 99.0  1.41  9.09  6.95  77 9999.0 999.0  28.8 999.0 99.0 99.00
2014 01 05 04 30 999 99.0 99.0  1.56  9.09  7.31  76 9999.0 999.0  28.8 999.0 99.0 99.00
2014 01 05 05 00 999 99.0 99.0  1.55  8.33  7.01  67 9999.0 999.0  28.7 999.0 99.0 99.00
2014 01 05 05 30 999 99.0 99.0  1.56  8.33  7.27  78 9999.0 999.0  28.7 999.0 99.0 99.00
2014 01 05 06 00 999 99.0 99.0  1.61  9.09  7.35  61 9999.0 999.0  28.7 999.0 99.0 99.00
2014 01 05 06 30 999 99.0 99.0  1.60  7.69  7.23  71 9999.0 999.0  28.7 999.0 99.0 99.00
2014 01 05 07 00 999 99.0 99.0  1.69  9.09  7.32  50 9999.0 999.0  28.7 999.0 99.0 99.00
2014 01 05 07 30 999 99.0 99.0  1.51  9.09  7.08  61 9999.0 999.0  28.6 999.0 99.0 99.00
2014 01 05 08 00 999 99.0 99.0  1.66  9.88  7.09  50 9999.0 999.0  28.6 999.0 99.0 99.00
2014 01 05 08 30 999 99.0 99.0  1.39  8.33  6.65  64 9999.0 999.0  28.5 999.0 99.0 99.00
2014 01 05 09 00 999 99.0 99.0  1.62  8.33  6.94  61 9999.0 999.0  28.5 999.0 99.0 99.00
2014 01 05 09 30 999 99.0 99.0  1.50  9.09  6.73  59 9999.0 999.0  28.5 999.0 99.0 99.00
2014 01 05 10 00 999 99.0 99.0  1.61  9.88  6.80  43 9999.0 999.0  28.4 999.0 99.0 99.00
2014 01 05 10 30 999 99.0 99.0  1.70  9.09  7.27  73 9999.0 999.0  28.5 999.0 99.0 99.00
2014 01 05 11 00 999 99.0 99.0  1.54  9.09  7.15  63 9999.0 999.0  28.4 999.0 99.0 99.00
2014 01 05 11 30 999 99.0 99.0  1.46  9.09  7.09  49 9999.0 999.0  28.4 999.0 99.0 99.00
2014 01 05 12 00 999 99.0 99.0  1.36  9.09  7.06  59 9999.0 999.0  28.4 999.0 99.0 99.00
2014 01 05 12 30 999 99.0 99.0  1.52  9.09  7.39  47 9999.0 999.0  28.4 999.0 99.0 99.00
2014 01 05 13 00 999 99.0 99.0  1.43  8.33  7.44  54 9999.0 999.0  28.4 999.0 99.0 99.00
2014 01 05 13 30 999 99.0 99.0  1.31  9.09  7.12  71 9999.0 999.0  28.4 999.0 99.0 99.00
2014 01 05 14 00 999 99.0 99.0  1.26  9.09  7.08  53 9999.0 999.0  28.5 999.0 99.0 99.00
2014 01 05 14 30 999 99.0 99.0  1.34  9.09  6.87  56 9999.0 999.0  28.5 999.0 99.0 99.00
2014 01 05 15 00 999 99.0 99.0  1.39  9.09  6.60  56 9999.0 999.0  28.5 999.0 99.0 99.00
2014 01 05 15 30 999 99.0 99.0  1.34  8.33  7.08  71 9999.0 999.0  28.5 999.0 99.0 99.00
2014 01 05 16 00 999 99.0 99.0  1.54  9.09  7.62  77 9999.0 999.0  28.5 999.0 99.0 99.00
2014 01 05 16 30 999 99.0 99.0  1.50  9.09  7.56  78 9999.0 999.0  28.4 999.0 99.0 99.00
2014 01 05 17 00 999 99.0 99.0  1.66  9.09  7.56  77 9999.0 999.0  28.4 999.0 99.0 99.00
2014 01 05 17 30 999 99.0 99.0  1.47  9.88  7.11  73 9999.0 999.0  28.4 999.0 99.0 99.00
2014 01 05 18 00 999 99.0 99.0  1.63  9.09  7.13  77 9999.0 999.0  28.4 999.0 99.0 99.00
2014 01 05 18 30 999 99.0 99.0  1.77  9.88  7.37  88 9999.0 999.0  28.4 999.0 99.0 99.00
