#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2015 01 01 08 55 999 99.0 99.0  1.83  9.88  6.91  67 9999.0 999.0  28.6 999.0 99.0 99.00
2015 01 01 09 25 999 99.0 99.0  1.90 10.53  6.98  77 9999.0 999.0  28.6 999.0 99.0 99.00
2015 01 01 09 55 999 99.0 99.0  1.88  9.88  7.08  77 9999.0 999.0  28.6 999.0 99.0 99.00
2015 01 01 10 25 999 99.0 99.0  1.99  9.88  7.08  77 9999.0 999.0  28.7 999.0 99.0 99.00
2015 01 01 10 55 999 99.0 99.0  1.93  9.88  6.87  73 9999.0 999.0  28.6 999.0 99.0 99.00
2015 01 01 11 25 999 99.0 99.0  1.94 10.53  7.05  74 9999.0 999.0  28.6 999.0 99.0 99.00
2015 01 01 11 55 999 99.0 99.0  2.05  9.88  7.11  80 9999.0 999.0  28.6 999.0 99.0 99.00
2015 01 01 12 25 999 99.0 99.0  1.96 11.76  7.05  60 9999.0 999.0  28.6 999.0 99.0 99.00
2015 01 01 12 55 999 99.0 99.0  2.11  9.88  7.03  77 9999.0 999.0  28.6 999.0 99.0 99.00
2015 01 01 13 25 999 99.0 99.0  2.01  9.09  6.89  73 9999.0 999.0  28.6 999.0 99.0 99.00
2015 01 01 13 55 999 99.0 99.0  2.00 10.53  6.81  74 9999.0 999.0  28.6 999.0 99.0 99.00
2015 01 01 14 25 999 99.0 99.0  2.00 10.53  6.74  70 9999.0 999.0  28.6 999.0 99.0 99.00
2015 01 01 14 55 999 99.0 99.0  1.96  9.09  6.50  76 9999.0 999.0  28.6 999.0 99.0 99.00
2015 01 01 15 25 999 99.0 99.0  2.11 10.53  6.65  71 9999.0 999.0  28.6 999.0 99.0 99.00
2015 01 01 15 55 999 99.0 99.0  1.96  9.88  6.52  70 9999.0 999.0  28.6 999.0 99.0 99.00
2015 01 01 16 25 999 99.0 99.0  1.88 10.53  6.31  73 9999.0 999.0  28.6 999.0 99.0 99.00
2015 01 01 16 55 999 99.0 99.0  1.95 11.11  6.30  69 9999.0 999.0  28.6 999.0 99.0 99.00
2015 01 01 17 25 999 99.0 99.0  1.92 10.53  6.23  57 9999.0 999.0  28.6 999.0 99.0 99.00
2015 01 01 17 55 999 99.0 99.0  1.95  9.88  6.28  76 9999.0 999.0  28.7 999.0 99.0 99.00
2015 01 01 18 25 999 99.0 99.0  1.95  9.88  6.17  56 9999.0 999.0  28.7 999.0 99.0 99.00
2015 01 01 18 55 999 99.0 99.0  1.96  9.88  6.54  78 9999.0 999.0  28.7 999.0 99.0 99.00
2015 01 01 19 25 999 99.0 99.0  1.86  9.09  6.05  50 9999.0 999.0  28.7 999.0 99.0 99.00
2015 01 01 19 55 999 99.0 99.0  2.03 10.53  6.10  69 9999.0 999.0  28.7 999.0 99.0 99.00
2015 01 01 20 25 999 99.0 99.0  1.93  8.33  6.25  18 9999.0 999.0  28.7 999.0 99.0 99.00
2015 01 01 20 55 999 99.0 99.0  1.84  9.09  6.26  52 9999.0 999.0  28.7 999.0 99.0 99.00
2015 01 01 21 25 999 99.0 99.0  1.84 10.53  6.31  56 9999.0 999.0  28.7 999.0 99.0 99.00
2015 01 01 21 55 999 99.0 99.0  1.89  9.09  6.47  36 9999.0 999.0  28.7 999.0 99.0 99.00
2015 01 01 22 25 999 99.0 99.0  2.08  9.88  6.62  70 9999.0 999.0  28.7 999.0 99.0 99.00
2015 01 01 22 55 999 99.0 99.0  2.01 10.53  6.31  63 9999.0 999.0  28.7 999.0 99.0 99.00
2015 01 01 23 25 999 99.0 99.0  2.11  9.88  6.34  57 9999.0 999.0  28.7 999.0 99.0 99.00
2015 01 01 23 55 999 99.0 99.0  2.13  9.09  6.28  50 9999.0 999.0  28.7 999.0 99.0 99.00
2015 01 02 00 25 999 99.0 99.0  2.20  9.88  6.24  45 9999.0 999.0  28.7 999.0 99.0 99.00
2015 01 02 00 55 999 99.0 99.0  2.26  9.09  6.17  43 9999.0 999.0  28.7 999.0 99.0 99.00
2015 01 02 01 25 999 99.0 99.0  2.24  9.88  6.18  46 9999.0 999.0  28.7 999.0 99.0 99.00
2015 01 02 01 55 999 99.0 99.0  2.44  8.33  6.25  43 9999.0 999.0  28.7 999.0 99.0 99.00
2015 01 02 02 25 999 99.0 99.0  2.40  9.88  6.23  57 9999.0 999.0  28.7 999.0 99.0 99.00
2015 01 02 02 55 999 99.0 99.0  2.22  9.88  6.13  53 9999.0 999.0  28.7 999.0 99.0 99.00
2015 01 02 03 25 999 99.0 99.0  2.22  8.33  6.21  16 9999.0 999.0  28.7 999.0 99.0 99.00
2015 01 02 03 55 999 99.0 99.0  2.15  9.09  6.17  22 9999.0 999.0  28.7 999.0 99.0 99.00
2015 01 02 04 25 999 99.0 99.0  2.23  9.88  6.06  69 9999.0 999.0  28.7 999.0 99.0 99.00
2015 01 02 04 55 999 99.0 99.0  2.29  9.88  6.13  61 9999.0 999.0  28.7 999.0 99.0 99.00
2015 01 02 05 25 999 99.0 99.0  2.12  9.09  5.92  31 9999.0 999.0  28.7 999.0 99.0 99.00
2015 01 02 05 55 999 99.0 99.0  2.15  9.88  6.05  77 9999.0 999.0  28.8 999.0 99.0 99.00
2015 01 02 06 25 999 99.0 99.0  2.08  9.09  6.21  35 9999.0 999.0  28.8 999.0 99.0 99.00
2015 01 02 06 55 999 99.0 99.0  2.15  9.09  6.15  29 9999.0 999.0  28.8 999.0 99.0 99.00
2015 01 02 07 25 999 99.0 99.0  2.19  9.88  6.24  40 9999.0 999.0  28.7 999.0 99.0 99.00
2015 01 02 07 55 999 99.0 99.0  2.07  8.33  6.02  22 9999.0 999.0  28.7 999.0 99.0 99.00
2015 01 02 08 25 999 99.0 99.0  2.30  9.88  6.17  57 9999.0 999.0  28.7 999.0 99.0 99.00
2015 01 02 08 55 999 99.0 99.0  2.29  9.88  5.80  60 9999.0 999.0  28.7 999.0 99.0 99.00
2015 01 02 09 25 999 99.0 99.0  2.04  8.33  5.81 353 9999.0 999.0  28.8 999.0 99.0 99.00
2015 01 02 09 55 999 99.0 99.0  2.05 10.53  6.03  77 9999.0 999.0  28.8 999.0 99.0 99.00
2015 01 02 10 25 999 99.0 99.0  2.05  9.88  5.92  61 9999.0 999.0  28.8 999.0 99.0 99.00
2015 01 02 10 55 999 99.0 99.0  2.04  9.88  5.97  29 9999.0 999.0  28.8 999.0 99.0 99.00
2015 01 02 11 25 999 99.0 99.0  2.08  9.88  6.12  67 9999.0 999.0  28.8 999.0 99.0 99.00
2015 01 02 11 55 999 99.0 99.0  2.17  8.33  5.82  35 9999.0 999.0  28.8 999.0 99.0 99.00
2015 01 02 12 25 999 99.0 99.0  2.23  7.14  6.04  66 9999.0 999.0  28.7 999.0 99.0 99.00
2015 01 02 12 55 999 99.0 99.0  2.26  7.14  6.23  60 9999.0 999.0  28.7 999.0 99.0 99.00
2015 01 02 13 25 999 99.0 99.0  2.09  7.69  6.07  64 9999.0 999.0  28.7 999.0 99.0 99.00
2015 01 02 13 55 999 99.0 99.0  2.11  7.69  6.22  39 9999.0 999.0  28.7 999.0 99.0 99.00
2015 01 02 14 25 999 99.0 99.0  2.08  9.88  6.15  67 9999.0 999.0  28.7 999.0 99.0 99.00
2015 01 02 14 55 999 99.0 99.0  2.13  7.14  6.04  54 9999.0 999.0  28.7 999.0 99.0 99.00
2015 01 02 15 25 999 99.0 99.0  2.23  7.14  6.07  61 9999.0 999.0  28.7 999.0 99.0 99.00
2015 01 02 15 55 999 99.0 99.0  2.03  9.88  6.02  60 9999.0 999.0  28.7 999.0 99.0 99.00
2015 01 02 16 25 999 99.0 99.0  2.10  7.14  5.78  49 9999.0 999.0  28.7 999.0 99.0 99.00
2015 01 02 16 55 999 99.0 99.0  2.26  9.88  6.11  61 9999.0 999.0  28.7 999.0 99.0 99.00
2015 01 02 17 25 999 99.0 99.0  2.04  8.33  5.85  14 9999.0 999.0  28.7 999.0 99.0 99.00
2015 01 02 17 55 999 99.0 99.0  2.18 11.11  5.92  64 9999.0 999.0  28.7 999.0 99.0 99.00
2015 01 02 18 25 999 99.0 99.0  2.01  8.33  5.86  24 9999.0 999.0  28.7 999.0 99.0 99.00
2015 01 02 18 55 999 99.0 99.0  1.99  9.09  5.90  33 9999.0 999.0  28.7 999.0 99.0 99.00
2015 01 02 19 25 999 99.0 99.0  1.96  9.09  5.70  32 9999.0 999.0  28.7 999.0 99.0 99.00
2015 01 02 19 55 999 99.0 99.0  1.94  8.33  5.61  16 9999.0 999.0  28.7 999.0 99.0 99.00
2015 01 02 20 25 999 99.0 99.0  1.98  9.88  5.75  66 9999.0 999.0  28.7 999.0 99.0 99.00
2015 01 02 20 55 999 99.0 99.0  1.95  9.88  6.19  66 9999.0 999.0  28.7 999.0 99.0 99.00
2015 01 02 21 25 999 99.0 99.0  1.98  7.69  6.22  35 9999.0 999.0  28.7 999.0 99.0 99.00
2015 01 02 21 55 999 99.0 99.0  1.93  7.69  6.32  38 9999.0 999.0  28.7 999.0 99.0 99.00
2015 01 02 22 25 999 99.0 99.0  1.87  9.09  6.19  25 9999.0 999.0  28.7 999.0 99.0 99.00
2015 01 02 22 55 999 99.0 99.0  1.95 10.53  6.32  61 9999.0 999.0  28.7 999.0 99.0 99.00
2015 01 02 23 25 999 99.0 99.0  1.91  8.33  6.42   5 9999.0 999.0  28.7 999.0 99.0 99.00
2015 01 02 23 55 999 99.0 99.0  2.02  7.69  6.40  28 9999.0 999.0  28.7 999.0 99.0 99.00
2015 01 03 00 25 999 99.0 99.0  2.16  9.09  6.55  26 9999.0 999.0  28.7 999.0 99.0 99.00
2015 01 03 00 55 999 99.0 99.0  2.35  9.09  6.62  39 9999.0 999.0  28.7 999.0 99.0 99.00
2015 01 03 01 25 999 99.0 99.0  2.39 10.53  6.80  78 9999.0 999.0  28.7 999.0 99.0 99.00
2015 01 03 01 55 999 99.0 99.0  2.58  6.67  6.64  60 9999.0 999.0  28.7 999.0 99.0 99.00
2015 01 03 02 25 999 99.0 99.0  2.46 13.33  6.75 327 9999.0 999.0  28.7 999.0 99.0 99.00
2015 01 03 02 55 999 99.0 99.0  2.42  7.69  6.62  14 9999.0 999.0  28.7 999.0 99.0 99.00
2015 01 03 03 25 999 99.0 99.0  2.32 13.33  6.57 337 9999.0 999.0  28.7 999.0 99.0 99.00
2015 01 03 03 55 999 99.0 99.0  2.33  7.69  6.84  11 9999.0 999.0  28.8 999.0 99.0 99.00
2015 01 03 04 25 999 99.0 99.0  2.52 12.50  6.92 343 9999.0 999.0  28.7 999.0 99.0 99.00
2015 01 03 04 55 999 99.0 99.0  2.51 12.50  6.78 343 9999.0 999.0  28.7 999.0 99.0 99.00
2015 01 03 05 25 999 99.0 99.0  2.68 12.50  7.01 351 9999.0 999.0  28.7 999.0 99.0 99.00
2015 01 03 05 55 999 99.0 99.0  2.58 11.76  7.12 344 9999.0 999.0  28.7 999.0 99.0 99.00
2015 01 03 06 25 999 99.0 99.0  2.85 12.50  7.23 348 9999.0 999.0  28.7 999.0 99.0 99.00
2015 01 03 06 55 999 99.0 99.0  2.85 12.50  7.53 343 9999.0 999.0  28.7 999.0 99.0 99.00
2015 01 03 07 25 999 99.0 99.0  2.60 12.50  7.17 339 9999.0 999.0  28.7 999.0 99.0 99.00
2015 01 03 07 55 999 99.0 99.0  2.84 12.50  7.15 339 9999.0 999.0  28.7 999.0 99.0 99.00
2015 01 03 08 25 999 99.0 99.0  2.83 11.76  7.47 337 9999.0 999.0  28.7 999.0 99.0 99.00
2015 01 03 08 55 999 99.0 99.0  2.76 11.11  7.38 350 9999.0 999.0  28.7 999.0 99.0 99.00
2015 01 03 09 25 999 99.0 99.0  2.90 11.76  7.51 339 9999.0 999.0  28.7 999.0 99.0 99.00
2015 01 03 09 55 999 99.0 99.0  2.96 11.76  7.59 330 9999.0 999.0  28.7 999.0 99.0 99.00
2015 01 03 10 25 999 99.0 99.0  2.71 11.76  7.38 354 9999.0 999.0  28.7 999.0 99.0 99.00
2015 01 03 10 55 999 99.0 99.0  2.96 11.11  7.87   4 9999.0 999.0  28.7 999.0 99.0 99.00
2015 01 03 11 25 999 99.0 99.0  3.05 11.76  7.86 355 9999.0 999.0  28.7 999.0 99.0 99.00
2015 01 03 11 55 999 99.0 99.0  3.25 11.11  8.05 354 9999.0 999.0  28.7 999.0 99.0 99.00
2015 01 03 12 25 999 99.0 99.0  3.39 11.11  8.24 344 9999.0 999.0  28.7 999.0 99.0 99.00
2015 01 03 12 55 999 99.0 99.0  3.50 11.11  8.42 354 9999.0 999.0  28.7 999.0 99.0 99.00
2015 01 03 13 25 999 99.0 99.0  3.46 14.29  8.55 348 9999.0 999.0  28.6 999.0 99.0 99.00
2015 01 03 13 55 999 99.0 99.0  3.43 14.29  8.54 331 9999.0 999.0  28.7 999.0 99.0 99.00
2015 01 03 14 25 999 99.0 99.0  3.64 13.33  8.80 336 9999.0 999.0  28.7 999.0 99.0 99.00
2015 01 03 14 55 999 99.0 99.0  3.48 12.50  8.63 339 9999.0 999.0  28.6 999.0 99.0 99.00
2015 01 03 15 25 999 99.0 99.0  3.56 12.50  8.48 340 9999.0 999.0  28.6 999.0 99.0 99.00
2015 01 03 15 55 999 99.0 99.0  3.43 12.50  8.59 339 9999.0 999.0  28.6 999.0 99.0 99.00
2015 01 03 16 25 999 99.0 99.0  3.55 13.33  8.35 343 9999.0 999.0  28.6 999.0 99.0 99.00
2015 01 03 16 55 999 99.0 99.0  3.67 12.50  8.34 337 9999.0 999.0  28.6 999.0 99.0 99.00
2015 01 03 17 25 999 99.0 99.0  3.71 13.33  8.61 341 9999.0 999.0  28.6 999.0 99.0 99.00
2015 01 03 17 55 999 99.0 99.0  3.39 13.33  8.26 334 9999.0 999.0  28.6 999.0 99.0 99.00
2015 01 03 18 25 999 99.0 99.0  3.35 13.33  7.85 323 9999.0 999.0  28.6 999.0 99.0 99.00
2015 01 03 18 55 999 99.0 99.0  3.44 12.50  8.06 330 9999.0 999.0  28.6 999.0 99.0 99.00
2015 01 03 19 25 999 99.0 99.0  3.68 12.50  8.21 343 9999.0 999.0  28.6 999.0 99.0 99.00
2015 01 03 19 55 999 99.0 99.0  3.52 12.50  7.73 330 9999.0 999.0  28.6 999.0 99.0 99.00
2015 01 03 20 25 999 99.0 99.0  3.40 12.50  7.82 331 9999.0 999.0  28.6 999.0 99.0 99.00
2015 01 03 20 55 999 99.0 99.0  3.41 12.50  8.04 341 9999.0 999.0  28.6 999.0 99.0 99.00
2015 01 03 21 25 999 99.0 99.0  3.26 13.33  7.82 336 9999.0 999.0  28.6 999.0 99.0 99.00
2015 01 03 21 55 999 99.0 99.0  3.19 12.50  7.86 329 9999.0 999.0  28.6 999.0 99.0 99.00
2015 01 03 22 25 999 99.0 99.0  3.04 12.50  7.99 331 9999.0 999.0  28.6 999.0 99.0 99.00
2015 01 03 22 55 999 99.0 99.0  3.44 12.50  7.86 336 9999.0 999.0  28.6 999.0 99.0 99.00
2015 01 03 23 25 999 99.0 99.0  2.79 11.76  7.21 330 9999.0 999.0  28.6 999.0 99.0 99.00
2015 01 03 23 55 999 99.0 99.0  3.11 12.50  7.63 336 9999.0 999.0  28.6 999.0 99.0 99.00
2015 01 04 00 25 999 99.0 99.0  2.91 11.76  7.27 343 9999.0 999.0  28.6 999.0 99.0 99.00
2015 01 04 00 55 999 99.0 99.0  2.94 11.11  7.32 330 9999.0 999.0  28.6 999.0 99.0 99.00
2015 01 04 01 25 999 99.0 99.0  3.00 10.53  7.45 341 9999.0 999.0  28.6 999.0 99.0 99.00
2015 01 04 01 55 999 99.0 99.0  2.98 11.76  7.55 340 9999.0 999.0  28.6 999.0 99.0 99.00
2015 01 04 02 25 999 99.0 99.0  3.03 12.50  7.46 336 9999.0 999.0  28.6 999.0 99.0 99.00
2015 01 04 02 55 999 99.0 99.0  2.90 12.50  7.22 329 9999.0 999.0  28.6 999.0 99.0 99.00
2015 01 04 03 25 999 99.0 99.0  3.06 11.76  7.33 319 9999.0 999.0  28.6 999.0 99.0 99.00
2015 01 04 03 55 999 99.0 99.0  2.93 12.50  7.07 327 9999.0 999.0  28.6 999.0 99.0 99.00
2015 01 04 04 25 999 99.0 99.0  3.30 11.11  7.77 317 9999.0 999.0  28.6 999.0 99.0 99.00
2015 01 04 04 55 999 99.0 99.0  2.93 11.76  7.35 316 9999.0 999.0  28.6 999.0 99.0 99.00
2015 01 04 05 25 999 99.0 99.0  2.75 12.50  7.05 327 9999.0 999.0  28.6 999.0 99.0 99.00
2015 01 04 05 55 999 99.0 99.0  2.92 12.50  7.03 326 9999.0 999.0  28.6 999.0 99.0 99.00
2015 01 04 06 25 999 99.0 99.0  2.79 12.50  7.08 339 9999.0 999.0  28.6 999.0 99.0 99.00
2015 01 04 06 55 999 99.0 99.0  2.89 11.76  7.04 331 9999.0 999.0  28.6 999.0 99.0 99.00
2015 01 04 07 25 999 99.0 99.0  2.87 12.50  7.04 339 9999.0 999.0  28.6 999.0 99.0 99.00
2015 01 04 07 55 999 99.0 99.0  2.77 11.76  7.12 337 9999.0 999.0  28.6 999.0 99.0 99.00
2015 01 04 08 25 999 99.0 99.0  2.96 12.50  7.51 336 9999.0 999.0  28.6 999.0 99.0 99.00
2015 01 04 08 55 999 99.0 99.0  2.67 11.76  7.22 340 9999.0 999.0  28.6 999.0 99.0 99.00
2015 01 04 09 25 999 99.0 99.0  2.56 10.53  7.00 351 9999.0 999.0  28.6 999.0 99.0 99.00
2015 01 04 09 55 999 99.0 99.0  2.55 11.11  7.10 344 9999.0 999.0  28.6 999.0 99.0 99.00
2015 01 04 10 25 999 99.0 99.0  2.80 11.76  7.36 317 9999.0 999.0  28.6 999.0 99.0 99.00
2015 01 04 10 55 999 99.0 99.0  2.51 11.76  6.98 313 9999.0 999.0  28.7 999.0 99.0 99.00
2015 01 04 11 25 999 99.0 99.0  2.50 11.11  7.48 320 9999.0 999.0  28.6 999.0 99.0 99.00
2015 01 04 11 55 999 99.0 99.0  2.62 11.11  7.22 326 9999.0 999.0  28.6 999.0 99.0 99.00
2015 01 04 12 25 999 99.0 99.0  2.48 11.11  7.28 326 9999.0 999.0  28.6 999.0 99.0 99.00
2015 01 04 12 55 999 99.0 99.0  2.75 11.11  7.37 330 9999.0 999.0  28.6 999.0 99.0 99.00
2015 01 04 13 25 999 99.0 99.0  2.67 11.11  7.22 331 9999.0 999.0  28.6 999.0 99.0 99.00
2015 01 04 13 55 999 99.0 99.0  2.76  9.09  7.04   5 9999.0 999.0  28.6 999.0 99.0 99.00
2015 01 04 14 25 999 99.0 99.0  2.78  9.88  7.01 354 9999.0 999.0  28.6 999.0 99.0 99.00
2015 01 04 14 55 999 99.0 99.0  2.55 10.53  6.83 326 9999.0 999.0  28.6 999.0 99.0 99.00
2015 01 04 15 25 999 99.0 99.0  2.80  8.33  7.06   0 9999.0 999.0  28.6 999.0 99.0 99.00
2015 01 04 15 55 999 99.0 99.0  2.76 10.53  7.14 358 9999.0 999.0  28.6 999.0 99.0 99.00
2015 01 04 16 25 999 99.0 99.0  2.77  9.88  7.23 347 9999.0 999.0  28.6 999.0 99.0 99.00
2015 01 04 16 55 999 99.0 99.0  2.52  7.69  7.05  31 9999.0 999.0  28.6 999.0 99.0 99.00
2015 01 04 17 25 999 99.0 99.0  2.56  8.33  7.07  21 9999.0 999.0  28.6 999.0 99.0 99.00
2015 01 04 17 55 999 99.0 99.0  2.53  9.88  6.76  29 9999.0 999.0  28.6 999.0 99.0 99.00
2015 01 04 18 25 999 99.0 99.0  2.53  9.09  6.76  16 9999.0 999.0  28.6 999.0 99.0 99.00
2015 01 04 18 55 999 99.0 99.0  2.49  9.09  6.79  32 9999.0 999.0  28.6 999.0 99.0 99.00
2015 01 04 19 25 999 99.0 99.0  2.43 10.53  6.90 337 9999.0 999.0  28.6 999.0 99.0 99.00
2015 01 04 19 55 999 99.0 99.0  2.60 10.53  6.96 336 9999.0 999.0  28.6 999.0 99.0 99.00
2015 01 04 20 25 999 99.0 99.0  2.47  9.88  6.92  16 9999.0 999.0  28.6 999.0 99.0 99.00
2015 01 04 20 55 999 99.0 99.0  2.27  8.33  6.73  49 9999.0 999.0  28.6 999.0 99.0 99.00
2015 01 04 21 25 999 99.0 99.0  2.50 11.76  7.20 354 9999.0 999.0  28.6 999.0 99.0 99.00
2015 01 04 21 55 999 99.0 99.0  2.39 10.53  7.13   5 9999.0 999.0  28.6 999.0 99.0 99.00
2015 01 04 22 25 999 99.0 99.0  2.60  9.88  7.53   8 9999.0 999.0  28.6 999.0 99.0 99.00
2015 01 04 22 55 999 99.0 99.0  2.28  8.33  7.03  63 9999.0 999.0  28.6 999.0 99.0 99.00
2015 01 04 23 25 999 99.0 99.0  2.36  9.88  7.51 357 9999.0 999.0  28.6 999.0 99.0 99.00
2015 01 04 23 55 999 99.0 99.0  2.44 12.50  7.69 355 9999.0 999.0  28.6 999.0 99.0 99.00
2015 01 05 00 25 999 99.0 99.0  2.41 11.11  7.82 353 9999.0 999.0  28.6 999.0 99.0 99.00
2015 01 05 00 55 999 99.0 99.0  2.49 12.50  7.92 346 9999.0 999.0  28.6 999.0 99.0 99.00
2015 01 05 01 25 999 99.0 99.0  2.57 11.76  7.90 358 9999.0 999.0  28.6 999.0 99.0 99.00
2015 01 05 01 55 999 99.0 99.0  2.43 11.76  7.62 355 9999.0 999.0  28.7 999.0 99.0 99.00
2015 01 05 02 25 999 99.0 99.0  2.65 10.53  7.83  14 9999.0 999.0  28.7 999.0 99.0 99.00
2015 01 05 02 55 999 99.0 99.0  2.61  9.88  7.92  36 9999.0 999.0  28.7 999.0 99.0 99.00
2015 01 05 03 25 999 99.0 99.0  2.46 10.53  7.98 350 9999.0 999.0  28.7 999.0 99.0 99.00
2015 01 05 03 55 999 99.0 99.0  2.65 11.11  7.92 350 9999.0 999.0  28.7 999.0 99.0 99.00
2015 01 05 04 25 999 99.0 99.0  2.76 11.76  7.95 340 9999.0 999.0  28.7 999.0 99.0 99.00
2015 01 05 04 55 999 99.0 99.0  2.38 10.53  7.63  12 9999.0 999.0  28.7 999.0 99.0 99.00
2015 01 05 05 25 999 99.0 99.0  2.43 10.53  7.38   7 9999.0 999.0  28.7 999.0 99.0 99.00
2015 01 05 05 55 999 99.0 99.0  2.45  9.09  7.48  19 9999.0 999.0  28.7 999.0 99.0 99.00
2015 01 05 06 25 999 99.0 99.0  2.55 10.53  7.64   1 9999.0 999.0  28.6 999.0 99.0 99.00
2015 01 05 06 55 999 99.0 99.0  2.75 11.76  7.79 353 9999.0 999.0  28.6 999.0 99.0 99.00
2015 01 05 07 25 999 99.0 99.0  2.56 12.50  7.43   0 9999.0 999.0  28.7 999.0 99.0 99.00
2015 01 05 07 55 999 99.0 99.0  2.59 10.53  7.36   5 9999.0 999.0  28.6 999.0 99.0 99.00
2015 01 05 08 25 999 99.0 99.0  2.65 11.11  7.38 348 9999.0 999.0  28.6 999.0 99.0 99.00
2015 01 05 08 55 999 99.0 99.0  2.60  9.09  7.24  15 9999.0 999.0  28.6 999.0 99.0 99.00
2015 01 05 09 25 999 99.0 99.0  2.56  9.88  7.22  26 9999.0 999.0  28.6 999.0 99.0 99.00
2015 01 05 09 55 999 99.0 99.0  2.24  9.09  6.74  19 9999.0 999.0  28.6 999.0 99.0 99.00
2015 01 05 10 25 999 99.0 99.0  2.40  9.88  7.12  24 9999.0 999.0  28.6 999.0 99.0 99.00
2015 01 05 11 25 999 99.0 99.0  2.49 11.11  7.22 357 9999.0 999.0  28.6 999.0 99.0 99.00
2015 01 05 11 55 999 99.0 99.0  2.27 10.53  7.18 353 9999.0 999.0  28.6 999.0 99.0 99.00
2015 01 05 12 25 999 99.0 99.0  2.36  9.88  7.34  32 9999.0 999.0  28.6 999.0 99.0 99.00
2015 01 05 12 55 999 99.0 99.0  2.39  9.88  7.32   5 9999.0 999.0  28.6 999.0 99.0 99.00
2015 01 05 13 25 999 99.0 99.0  2.52  9.88  7.52  21 9999.0 999.0  28.6 999.0 99.0 99.00
2015 01 05 13 55 999 99.0 99.0  2.48 10.53  7.36  21 9999.0 999.0  28.6 999.0 99.0 99.00
2015 01 05 14 25 999 99.0 99.0  2.33 10.53  7.23  32 9999.0 999.0  28.6 999.0 99.0 99.00
2015 01 05 14 55 999 99.0 99.0  2.53  9.88  7.51  53 9999.0 999.0  28.6 999.0 99.0 99.00
2015 01 05 15 25 999 99.0 99.0  2.22  9.88  6.88 350 9999.0 999.0  28.6 999.0 99.0 99.00
2015 01 05 15 55 999 99.0 99.0  2.25 10.53  7.12 336 9999.0 999.0  28.6 999.0 99.0 99.00
2015 01 05 16 25 999 99.0 99.0  2.34  9.88  6.99  19 9999.0 999.0  28.5 999.0 99.0 99.00
2015 01 05 16 55 999 99.0 99.0  2.28 10.53  6.73 341 9999.0 999.0  28.5 999.0 99.0 99.00
2015 01 05 17 25 999 99.0 99.0  2.39  9.88  6.80  22 9999.0 999.0  28.5 999.0 99.0 99.00
2015 01 05 17 55 999 99.0 99.0  2.48 10.53  6.73 355 9999.0 999.0  28.5 999.0 99.0 99.00
2015 01 05 18 25 999 99.0 99.0  2.48 10.53  6.59  19 9999.0 999.0  28.5 999.0 99.0 99.00
2015 01 05 18 55 999 99.0 99.0  2.43  9.88  6.65  16 9999.0 999.0  28.5 999.0 99.0 99.00
